,5
Pond2Fish12_FishLatency,7.5
Pond2Fish12_CatchTime,0.874
Pond2Fish12_PondTime,92.909
Pond2Fish12_PondOutcome,134
Pond2Fish12_TotalOutcome,889
Pond2Fish12_TimeLeft,337.837
PondEnd_LastFish,12
FishN,19
Type,RD
GiveUpTime,0.762
PondTime,104.952
TimeLeft,325.293
PondOutcome,134
TotalOutcome,889
PondStart,PondStart
PondIntroTime,12.705192915163934
Type,RD
FishN,15
Fish,1
Pond1Fish1_FishType,blue
Pond1Fish1_FishLatency,4.615384615384615
Pond1Fish1_CatchTime,0.818
Pond1Fish1_PondTime,9.267
Pond1Fish1_PondOutcome,12
Pond1Fish1_TotalOutcome,901
Pond1Fish1_TimeLeft,302.71
Type,RD
FishN,15
Fish,2
Pond1Fish2_FishType,blue
Pond1Fish2_FishLatency,5
Pond1Fish2_CatchTime,1.073
Pond1Fish2_PondTime,17.079
Pond1Fish2_PondOutcome,24
Pond1Fish2_TotalOutcome,913
Pond1Fish2_TimeLeft,294.898
Type,RD
FishN,15
Fish,3
Pond1Fish3_FishType,blue
Pond1Fish3_FishLatency,5.454545454545454
Pond1Fish3_CatchTime,0.808
Pond1Fish3_PondTime,25.44
Pond1Fish3_PondOutcome,36
Pond1Fish3_TotalOutcome,925
Pond1Fish3_TimeLeft,286.537
Type,RD
FishN,15
Fish,4
Pond1Fish4_FishType,blue
Pond1Fish4_FishLatency,6
Pond1Fish4_CatchTime,0.805
Pond1Fish4_PondTime,34.461
Pond1Fish4_PondOutcome,48
Pond1Fish4_TotalOutcome,937
Pond1Fish4_TimeLeft,277.516
Type,RD
FishN,15
Fish,5
Pond1Fish5_FishType,blue
Pond1Fish5_FishLatency,6.666666666666667
Pond1Fish5_CatchTime,1.641
Pond1Fish5_PondTime,44.316
Pond1Fish5_PondOutcome,60
Pond1Fish5_TotalOutcome,949
Pond1Fish5_TimeLeft,267.661
Type,RD
FishN,15
Fish,6
Pond1Fish6_FishType,blue
Pond1Fish6_FishLatency,7.5
Pond1Fish6_CatchTime,0.818
Pond1Fish6_PondTime,55.247
Pond1Fish6_PondOutcome,72
Pond1Fish6_TotalOutcome,961
Pond1Fish6_TimeLeft,256.73
PondEnd_LastFish,6
FishN,13
Type,RD
GiveUpTime,0.306
PondTime,67.028
TimeLeft,244.447
PondOutcome,72
TotalOutcome,961
PondStart,PondStart
PondIntroTime,18.798255694564432
Type,N
FishN,17
Fish,1
Pond6Fish1_FishType,green
Pond6Fish1_FishLatency,4
Pond6Fish1_CatchTime,1.109
Pond6Fish1_PondTime,8.551
Pond6Fish1_PondOutcome,11
Pond6Fish1_TotalOutcome,972
Pond6Fish1_TimeLeft,215.986
Type,N
FishN,17
Fish,2
Pond6Fish2_FishType,green
Pond6Fish2_FishLatency,4.285714285714286
Pond6Fish2_CatchTime,1.676
Pond6Fish2_PondTime,15.525
Pond6Fish2_PondOutcome,22
Pond6Fish2_TotalOutcome,983
Pond6Fish2_TimeLeft,209.012
Type,N
FishN,17
Fish,3
Pond6Fish3_FishType,green
Pond6Fish3_FishLatency,4.615384615384615
Pond6Fish3_CatchTime,-1
Pond6Fish3_PondTime,22.94
Pond6Fish3_PondOutcome,22
Pond6Fish3_TotalOutcome,983
Pond6Fish3_TimeLeft,201.597
Type,N
FishN,17
Fish,4
Pond6Fish4_FishType,green
Pond6Fish4_FishLatency,5
Pond6Fish4_CatchTime,0.857
Pond6Fish4_PondTime,30.755
Pond6Fish4_PondOutcome,33
Pond6Fish4_TotalOutcome,994
Pond6Fish4_TimeLeft,193.782
Type,N
FishN,17
Fish,5
Pond6Fish5_FishType,green
Pond6Fish5_FishLatency,5.454545454545454
Pond6Fish5_CatchTime,0.902
Pond6Fish5_PondTime,39.115
Pond6Fish5_PondOutcome,44
Pond6Fish5_TotalOutcome,1005
Pond6Fish5_TimeLeft,185.422
Type,N
FishN,17
Fish,6
Pond6Fish6_FishType,green
Pond6Fish6_FishLatency,6
Pond6Fish6_CatchTime,1.785
Pond6Fish6_PondTime,48.225
Pond6Fish6_PondOutcome,55
Pond6Fish6_TotalOutcome,1016
Pond6Fish6_TimeLeft,176.312
PondEnd_LastFish,6
FishN,15
Type,N
GiveUpTime,0.605
PondTime,57.938
TimeLeft,166.097
PondOutcome,55
TotalOutcome,1016
PondStart,PondStart
PondIntroTime,12.305447075050324
Type,RT
FishN,17
Fish,1
Pond6Fish1_FishType,purple
Pond6Fish1_FishLatency,3.75
Pond6Fish1_CatchTime,1.189
Pond6Fish1_PondTime,8.266
Pond6Fish1_PondOutcome,10
Pond6Fish1_TotalOutcome,1026
Pond6Fish1_TimeLeft,144.915
Type,RT
FishN,17
Fish,2
Pond6Fish2_FishType,purple
Pond6Fish2_FishLatency,4
Pond6Fish2_CatchTime,1.006
Pond6Fish2_PondTime,14.907
Pond6Fish2_PondOutcome,20
Pond6Fish2_TotalOutcome,1036
Pond6Fish2_TimeLeft,138.274
Type,RT
FishN,17
Fish,3
Pond6Fish3_FishType,purple
Pond6Fish3_FishLatency,4.285714285714286
Pond6Fish3_CatchTime,0.68
Pond6Fish3_PondTime,21.878
Pond6Fish3_PondOutcome,30
Pond6Fish3_TotalOutcome,1046
Pond6Fish3_TimeLeft,131.303
Type,RT
FishN,17
Fish,4
Pond6Fish4_FishType,golden
Pond6Fish4_FishLatency,4.615384615384615
Pond6Fish4_CatchTime,0.761
Pond6Fish4_PondTime,29.233
Pond6Fish4_PondOutcome,50
Pond6Fish4_TotalOutcome,1066
Pond6Fish4_TimeLeft,123.948
Type,RT
FishN,17
Fish,5
Pond6Fish5_FishType,golden
Pond6Fish5_FishLatency,5
Pond6Fish5_CatchTime,0.583
Pond6Fish5_PondTime,37.046
Pond6Fish5_PondOutcome,70
Pond6Fish5_TotalOutcome,1086
Pond6Fish5_TimeLeft,116.135
Type,RT
FishN,17
Fish,6
Pond6Fish6_FishType,purple
Pond6Fish6_FishLatency,5.454545454545454
Pond6Fish6_CatchTime,1.104
Pond6Fish6_PondTime,45.407
Pond6Fish6_PondOutcome,80
Pond6Fish6_TotalOutcome,1096
Pond6Fish6_TimeLeft,107.774
Type,RT
FishN,17
Fish,7
Pond6Fish7_FishType,purple
Pond6Fish7_FishLatency,6
Pond6Fish7_CatchTime,1.001
Pond6Fish7_PondTime,54.429
Pond6Fish7_PondOutcome,90
Pond6Fish7_TotalOutcome,1106
Pond6Fish7_TimeLeft,98.752
Type,RT
FishN,17
Fish,8
Pond6Fish8_FishType,purple
Pond6Fish8_FishLatency,6.666666666666667
Pond6Fish8_CatchTime,1.838
Pond6Fish8_PondTime,64.422
Pond6Fish8_PondOutcome,100
Pond6Fish8_TotalOutcome,1116
Pond6Fish8_TimeLeft,88.759
PondEnd_LastFish,8
FishN,16
Type,RT
GiveUpTime,0.962
PondTime,75.331
TimeLeft,77.349
PondOutcome,100
TotalOutcome,1116
PondStart,PondStart
PondIntroTime,15.673439914826304
Type,N
FishN,19
Fish,1
Pond11Fish1_FishType,green
Pond11Fish1_FishLatency,4.615384615384615
Pond11Fish1_CatchTime,0.799
Pond11Fish1_PondTime,9.267
Pond11Fish1_PondOutcome,11
Pond11Fish1_TotalOutcome,1127
Pond11Fish1_TimeLeft,51.8
Type,N
FishN,19
Fish,2
Pond11Fish2_FishType,green
Pond11Fish2_FishLatency,5
Pond11Fish2_CatchTime,0.884
Pond11Fish2_PondTime,17.079
Pond11Fish2_PondOutcome,22
Pond11Fish2_TotalOutcome,1138
Pond11Fish2_TimeLeft,43.988
Type,N
FishN,19
Fish,3
Pond11Fish3_FishType,green
Pond11Fish3_FishLatency,5.454545454545454
Pond11Fish3_CatchTime,1.556
Pond11Fish3_PondTime,25.434
Pond11Fish3_PondOutcome,33
Pond11Fish3_TotalOutcome,1149
Pond11Fish3_TimeLeft,35.633
Type,N
FishN,19
Fish,4
Pond11Fish4_FishType,green
Pond11Fish4_FishLatency,6
Pond11Fish4_CatchTime,1.997
Pond11Fish4_PondTime,34.753
Pond11Fish4_PondOutcome,44
Pond11Fish4_TotalOutcome,1160
Pond11Fish4_TimeLeft,26.314
Type,N
FishN,19
Fish,5
Pond11Fish5_FishType,green
Pond11Fish5_FishLatency,6.666666666666667
Pond11Fish5_CatchTime,-1
Pond11Fish5_PondTime,44.663
Pond11Fish5_PondOutcome,44
Pond11Fish5_TotalOutcome,1160
Pond11Fish5_TimeLeft,16.404
Type,N
FishN,19
Fish,6
Pond11Fish6_FishType,green
Pond11Fish6_FishLatency,7.5
Pond11Fish6_CatchTime,1.786
Pond11Fish6_PondTime,55.685
Pond11Fish6_PondOutcome,55
Pond11Fish6_TotalOutcome,1171
Pond11Fish6_TimeLeft,5.382
